1.000000000000000000e+00,9.170149253731343375e-01
2.000000000000000000e+00,8.343978318128031368e-01
3.000000000000000000e+00,7.804282933160289204e-01
4.000000000000000000e+00,7.522388059701494711e-01
5.000000000000000000e+00,7.528984234836052503e-01
6.000000000000000000e+00,7.732915982746116912e-01
7.000000000000000000e+00,7.360048860556555050e-01
8.000000000000000000e+00,7.862823987479484744e-01
9.000000000000000000e+00,8.814432186891627552e-01
1.000000000000000000e+01,9.713692407527579897e-01
1.100000000000000000e+01,1.029149902660609905e+00
1.200000000000000000e+01,1.059286177806619156e+00
1.300000000000000000e+01,1.088955223880596845e+00
1.400000000000000000e+01,1.088643737832576175e+00
1.500000000000000000e+01,1.081791044776119426e+00
1.600000000000000000e+01,1.085015841508569778e+00
1.700000000000000000e+01,1.140194678780013016e+00
1.800000000000000000e+01,1.339493835171966518e+00
1.900000000000000000e+01,1.323562621674237549e+00
2.000000000000000000e+01,1.305126541207008550e+00
2.100000000000000000e+01,1.308974310035500688e+00
2.200000000000000000e+01,1.064256212543422286e+00
2.300000000000000000e+01,1.031476886666412573e+00
2.400000000000000000e+01,8.955223880597014130e-01
